Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Bart Simpson,Nothing you say can upset us. We're the MTV generation.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Bart Simpson,Eat my shorts
Bart Simpson,Eat my shorts
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Bart Simpson,Eat my shorts
